"constructorRef","year","mean_start","mean_finish","delta_performance","mean_points","num_fastest_lap","num_podiums","num_wins","num_tech_dnf","standings","wins_rate","reliability_rate","has_wdc","constructor_id_num","team_name","budget_millions_usd","status","source_url","total_pit_points"
"mclaren",2015,15.8421052631579,14.4736842105263,1.36842105263158,1.42105263157895,0,0,0,8,27,0,78.9473684210526,1,1,"McLaren Honda",515.92,"pre-cap","https://www.crash.net/f1/news/221835/1/f1-2015-team-budgets-published-but-which-team-spends-most",196
"manor",2015,17.4444444444444,16.1111111111111,1.33333333333333,0,0,0,0,2,0,0,94.4444444444444,0,209,"Manor",92.09,"pre-cap","https://www.crash.net/f1/news/221835/1/f1-2015-team-budgets-published-but-which-team-spends-most",30
"mercedes",2016,2.97619047619048,3.47619047619048,-0.5,36.4285714285714,9,33,19,1,765,90.4761904761905,97.6190476190476,1,131,"Mercedes",343.13,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",315
"red_bull",2016,4.80952380952381,5.73809523809524,-0.928571428571429,22.2857142857143,5,16,2,1,468,9.52380952380952,97.6190476190476,1,9,"Red Bull Racing",278.93,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",250
"ferrari",2016,5.69047619047619,7.40476190476191,-1.71428571428571,18.952380952381,4,11,0,2,398,0,95.2380952380952,1,6,"Ferrari",427.26,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",223
"silverstone_team",2016,9.07142857142857,9.95238095238095,-0.880952380952381,8.23809523809524,1,2,0,3,173,0,92.8571428571429,0,10,"Force India",116.22,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",213
"williams",2016,9.07142857142857,10.5238095238095,-1.45238095238095,6.57142857142857,0,1,0,4,138,0,90.4761904761905,0,3,"Williams",136.14,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",352
"mclaren",2016,12.5714285714286,12.7142857142857,-0.142857142857142,3.61904761904762,1,0,0,8,76,0,80.9523809523809,1,1,"McLaren",240.19,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",218
"faenza_team",2016,12.0238095238095,13.1666666666667,-1.14285714285714,3,1,0,0,5,63,0,88.0952380952381,1,5,"Toro Rosso",129.5,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",115
"haas",2016,14,14.452380952381,-0.452380952380953,1.38095238095238,0,0,0,3,29,0,92.8571428571429,0,210,"Haas",129.5,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",110
"enstone_team",2016,17.1904761904762,15.5238095238095,1.66666666666667,0.380952380952381,0,0,0,5,8,0,88.0952380952381,0,4,"Renault",194.81,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",170
"swiss_team",2016,18.1666666666667,15.9285714285714,2.23809523809524,0.0952380952380952,0,0,0,5,2,0,88.0952380952381,0,15,"Sauber",122.86,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",92
"manor",2016,19.1428571428571,17.6190476190476,1.52380952380952,0.0476190476190476,0,0,0,3,1,0,92.8571428571429,0,209,"Manor",110.69,"pre-cap","https://www.grandprix247.com/2017/01/03/what-did-formula-1-teams-spend-in-2016/",63
"mercedes",2017,3.475,3.175,0.3,33.4,9,26,12,1,668,60,97.5,1,131,"Mercedes",365,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",472
"ferrari",2017,3.45,5.475,-2.025,26.1,7,20,5,2,522,25,95,1,6,"Ferrari",390,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",251
"red_bull",2017,6.55,8.65,-2.1,18.4,2,13,3,9,368,15,77.5,1,9,"Red Bull Racing",280,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",344
"silverstone_team",2017,9.175,8.35,0.825000000000001,9.35,1,0,0,1,187,0,97.5,0,10,"Force India",125,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",155
"williams",2017,12.425,11.5,0.925000000000001,4.15,0,1,0,4,83,0,90,0,3,"Williams",150,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",442
"enstone_team",2017,11.75,13.25,-1.5,2.85,0,0,0,10,57,0,75,0,4,"Renault",180,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",8
"faenza_team",2017,13.525,13.1,0.425000000000001,2.65,0,0,0,7,53,0,82.5,0,5,"Toro Rosso",135,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",155
"haas",2017,13.7,12.55,1.15,2.35,0,0,0,5,47,0,87.5,0,210,"Haas",120,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",130
"mclaren",2017,13.85,13.85,0,1.5,1,0,0,11,30,0,72.5,1,1,"McLaren",205,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",62
"swiss_team",2017,16.675,15.1,1.575,0.25,0,0,0,4,5,0,90,0,15,"Sauber",125,"pre-cap","https://www.racefans.net/2017/12/27/the-cost-of-f1-2017-team-budgets-analysed/",1
"mercedes",2018,3.42857142857143,3.85714285714286,-0.428571428571429,31.1904761904762,10,25,11,2,655,52.3809523809524,95.2380952380952,1,131,"Mercedes",400,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",354
"ferrari",2018,3.30952380952381,4.92857142857143,-1.61904761904762,27.1904761904762,4,24,6,3,571,28.5714285714286,92.8571428571429,1,6,"Ferrari",410,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",403
"red_bull",2018,7.61904761904762,7.64285714285714,-0.0238095238095246,19.952380952381,6,13,4,8,419,19.047619047619,80.9523809523809,1,9,"Red Bull Racing",310,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",466
"enstone_team",2018,10.6428571428571,11.0714285714286,-0.428571428571429,5.80952380952381,0,0,0,4,122,0,90.4761904761905,0,4,"Renault",190,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",32
"silverstone_team",2018,10.6904761904762,11.1904761904762,-0.5,5.28571428571429,0,1,0,4,111,0,90.4761904761905,0,10,"Force India",120,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",44
"haas",2018,10.2142857142857,11.9761904761905,-1.76190476190476,4.42857142857143,1,0,0,0,93,0,100,0,210,"Haas",130,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",73
"mclaren",2018,14.4047619047619,12.7619047619048,1.64285714285714,2.95238095238095,0,0,0,6,62,0,85.7142857142857,1,1,"McLaren",250,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-part-two-what-the-top-teams-spent/",140
"swiss_team",2018,13.8333333333333,12.7857142857143,1.04761904761905,2.28571428571429,0,0,0,4,48,0,90.4761904761905,0,15,"Sauber",135,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",219
"faenza_team",2018,14.047619047619,13.8809523809524,0.166666666666666,1.57142857142857,0,0,0,7,33,0,83.3333333333333,0,5,"Toro Rosso",150,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",134
"williams",2018,16.3333333333333,14.9047619047619,1.42857142857143,0.333333333333333,0,0,0,3,7,0,92.8571428571429,0,3,"Williams",150,"pre-cap","https://www.racefans.net/2018/12/19/how-much-f1-teams-spent-race-2018-part-one/",258
"mercedes",2019,3.02380952380952,3.23809523809524,-0.214285714285714,35.1904761904762,9,32,15,1,739,71.4285714285714,97.6190476190476,1,131,"Mercedes",425,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",273
"ferrari",2019,4.26190476190476,6,-1.73809523809524,24,6,19,3,2,504,14.2857142857143,95.2380952380952,1,6,"Ferrari",435,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",315
"red_bull",2019,5.80952380952381,6.26190476190476,-0.452380952380953,19.8571428571429,5,9,3,2,417,14.2857142857143,95.2380952380952,1,9,"Red Bull Racing",335,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",504
"mclaren",2019,9.80952380952381,10.6904761904762,-0.88095238095238,6.90476190476191,0,1,0,5,145,0,88.0952380952381,0,1,"McLaren",250,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",217
"enstone_team",2019,10.5238095238095,11.9761904761905,-1.45238095238095,4.33333333333333,0,0,0,3,91,0,92.8571428571429,0,4,"Renault",210,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",106
"faenza_team",2019,12.3809523809524,11.5,0.880952380952381,4.04761904761905,0,2,0,2,85,0,95.2380952380952,0,5,"Toro Rosso",155,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",121
"silverstone_team",2019,13.7619047619048,11.7857142857143,1.97619047619048,3.47619047619048,0,0,0,3,73,0,92.8571428571429,0,211,"Racing Point",155,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",36
"swiss_team",2019,12.1666666666667,12.7380952380952,-0.571428571428571,2.71428571428571,0,0,0,1,57,0,97.6190476190476,1,51,"Alfa Romeo",155,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",49
"haas",2019,11.2619047619048,14.4047619047619,-3.14285714285714,1.33333333333333,1,0,0,4,28,0,90.4761904761905,0,210,"Haas",150,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",61
"williams",2019,16.3571428571429,16.4047619047619,-0.0476190476190474,0.0476190476190476,0,0,0,3,1,0,92.8571428571429,0,3,"Williams",150,"pre-cap","https://www.racefans.net/2020/01/02/the-cost-of-f1-2019-team-budgets-analysed-part-one/",439
"mercedes",2020,2.08823529411765,3.73529411764706,-1.64705882352941,33.7058823529412,9,25,13,1,573,76.4705882352941,97.0588235294118,1,131,"Mercedes",450,"pre-cap","https://global-13.com/small-teams-big-dreams-the-underdogs-of-formula-1/",253
"red_bull",2020,5.20588235294118,7.70588235294118,-2.5,18.7647058823529,3,13,2,4,319,11.7647058823529,88.2352941176471,1,9,"Red Bull Racing",400,"pre-cap","https://racingnews365.nl/dit-waren-de-budgetten-van-de-formule-1-teams-in-2020",555
"silverstone_team",2020,8.29411764705882,9.20588235294118,-0.911764705882351,12.3529411764706,0,4,1,4,210,5.88235294117647,88.2352941176471,0,211,"Racing Point",180,"pre-cap","https://racingnews365.nl/dit-waren-de-budgetten-van-de-formule-1-teams-in-2020",74
"mclaren",2020,8.55882352941176,8.61764705882353,-0.0588235294117645,11.8823529411765,3,2,0,2,202,0,94.1176470588235,0,1,"McLaren",250,"pre-cap","https://racingnews365.nl/dit-waren-de-budgetten-van-de-formule-1-teams-in-2020",101
"enstone_team",2020,8.82352941176471,8.94117647058824,-0.117647058823529,10.6470588235294,2,3,0,5,181,0,85.2941176470588,0,4,"Renault",235,"pre-cap","https://racingnews365.nl/dit-waren-de-budgetten-van-de-formule-1-teams-in-2020",123
"ferrari",2020,10.2647058823529,10.7058823529412,-0.441176470588234,7.70588235294118,0,3,0,2,131,0,94.1176470588235,1,6,"Ferrari",440,"pre-cap","https://racingnews365.nl/dit-waren-de-budgetten-van-de-formule-1-teams-in-2020",79
"faenza_team",2020,11.2352941176471,10.7058823529412,0.529411764705882,6.29411764705882,0,1,1,3,107,5.88235294117647,91.1764705882353,0,213,"AlphaTauri",140,"pre-cap","https://racingnews365.nl/dit-waren-de-budgetten-van-de-formule-1-teams-in-2020",107
"swiss_team",2020,16.5588235294118,13.8529411764706,2.70588235294118,0.470588235294118,0,0,0,1,8,0,97.0588235294118,1,51,"Alfa Romeo",140,"pre-cap","https://www.racefans.net/2021/01/04/the-cost-of-f1-2020-team-budgets-analysed/",158
"haas",2020,15.2058823529412,15.7941176470588,-0.588235294117649,0.176470588235294,0,0,0,3,3,0,91.1764705882353,0,210,"Haas",80,"pre-cap","https://www.racefans.net/2021/01/04/the-cost-of-f1-2020-team-budgets-analysed/",3
"williams",2020,16.0588235294118,15.7352941176471,0.323529411764707,0,0,0,0,2,0,0,94.1176470588235,0,3,"Williams",145,"pre-cap","https://www.racefans.net/2021/01/04/the-cost-of-f1-2020-team-budgets-analysed/",264
"mercedes",2021,4.34090909090909,5.40909090909091,-1.06818181818182,27.4772727272727,10,28,9,0,604.5,40.9090909090909,100,1,131,"Mercedes",145,"cap_limit","https://www.fia.com/regulation/category/110",317
"red_bull",2021,3.63636363636364,5.84090909090909,-2.20454545454545,26.2954545454545,8,23,11,1,578.5,50,97.7272727272727,1,9,"Red Bull Racing",145,"cap_limit","https://www.fia.com/regulation/category/110",569
"ferrari",2021,7.18181818181818,7.11363636363636,0.0681818181818183,14.6590909090909,0,5,0,1,322.5,0,97.7272727272727,0,6,"Ferrari",145,"cap_limit","https://www.fia.com/regulation/category/110",266
"mclaren",2021,8.27272727272727,7.79545454545455,0.477272727272728,12.4545454545455,2,5,1,1,274,4.54545454545455,97.7272727272727,0,1,"McLaren",145,"cap_limit","https://www.fia.com/regulation/category/110",141
"enstone_team",2021,10.5909090909091,10.25,0.340909090909092,7.04545454545455,0,2,1,4,155,4.54545454545455,90.9090909090909,1,214,"Alpine",145,"cap_limit","https://www.fia.com/regulation/category/110",155
"faenza_team",2021,8.93181818181818,11.2727272727273,-2.34090909090909,6.45454545454545,1,1,0,5,142,0,88.6363636363636,0,213,"AlphaTauri",145,"cap_limit","https://www.fia.com/regulation/category/110",83
"silverstone_team",2021,12.1363636363636,12,0.136363636363637,3.5,0,1,0,1,77,0,97.7272727272727,1,117,"Aston Martin",145,"cap_limit","https://www.fia.com/regulation/category/110",191
"williams",2021,14.1136363636364,14.7272727272727,-0.613636363636363,1.04545454545455,0,1,0,4,23,0,90.9090909090909,0,3,"Williams",120,"under_cap","https://racingnews365.com/analysis-how-teams-are-managing-f1s-cost-cap",215
"swiss_team",2021,13.25,13.2045454545455,0.045454545454545,0.590909090909091,0,0,0,2,13,0,95.4545454545455,1,51,"Alfa Romeo",125,"under_cap","https://racingnews365.com/analysis-how-teams-are-managing-f1s-cost-cap",183
"haas",2021,18.0227272727273,17.3863636363636,0.636363636363637,0,0,0,0,3,0,0,93.1818181818182,0,210,"Haas",115,"under_cap","https://racingnews365.com/analysis-how-teams-are-managing-f1s-cost-cap",1
"red_bull",2022,4.11363636363636,4.45454545454545,-0.340909090909091,32.9090909090909,8,28,17,4,724,77.2727272727273,90.9090909090909,1,9,"Red Bull Racing",145.5,"cap_limit","https://racingnews365.com/fia-reveals-outcome-of-2022-team-cost-cap-audits",534
"ferrari",2022,4.31818181818182,6.68181818181818,-2.36363636363636,23.5909090909091,5,20,4,4,519,18.1818181818182,90.9090909090909,0,6,"Ferrari",145.5,"cap_limit","https://racingnews365.com/fia-reveals-outcome-of-2022-team-cost-cap-audits",255
"mercedes",2022,5.97727272727273,5.52272727272727,0.454545454545455,22.5,6,17,1,1,495,4.54545454545455,97.7272727272727,1,131,"Mercedes",145.5,"cap_limit","https://racingnews365.com/fia-reveals-outcome-of-2022-team-cost-cap-audits",122
"enstone_team",2022,10.0681818181818,9.86363636363636,0.204545454545455,7.72727272727273,0,0,0,7,170,0,84.0909090909091,1,214,"Alpine",145.5,"cap_limit","https://racingnews365.com/fia-reveals-outcome-of-2022-team-cost-cap-audits",221
"mclaren",2022,9.72727272727273,10.6363636363636,-0.90909090909091,6.81818181818182,2,1,0,3,150,0,93.1818181818182,0,1,"McLaren",145.5,"cap_limit","https://racingnews365.com/fia-reveals-outcome-of-2022-team-cost-cap-audits",427
"silverstone_team",2022,13.6136363636364,11.8863636363636,1.72727272727273,2.5,0,0,0,2,55,0,95.4545454545455,1,117,"Aston Martin",145.5,"cap_limit","https://racingnews365.com/fia-reveals-outcome-of-2022-team-cost-cap-audits",203
"swiss_team",2022,11.9090909090909,13.2045454545455,-1.29545454545455,2.40909090909091,1,0,0,7,53,0,84.0909090909091,0,51,"Alfa Romeo",135,"under_cap","https://racingnews365.com/analysis-how-teams-are-managing-f1s-cost-cap",23
"faenza_team",2022,11.5,13.5227272727273,-2.02272727272727,1.59090909090909,0,0,0,4,35,0,90.9090909090909,0,213,"AlphaTauri",135,"under_cap","https://racingnews365.com/analysis-how-teams-are-managing-f1s-cost-cap",257
"haas",2022,13.0454545454545,14.2727272727273,-1.22727272727273,1.5,0,0,0,3,33,0,93.1818181818182,0,210,"Haas",125,"under_cap","https://racingnews365.com/analysis-how-teams-are-managing-f1s-cost-cap",14
"williams",2022,16.3863636363636,14.9545454545455,1.43181818181818,0.363636363636364,0,0,0,2,8,0,95.4545454545455,0,3,"Williams",125,"under_cap","https://racingnews365.com/analysis-how-teams-are-managing-f1s-cost-cap",166
"red_bull",2023,5.31818181818182,3.56818181818182,1.75,35.9090909090909,11,30,21,0,790,95.4545454545455,100,1,9,"Red Bull Racing",154,"cap_limit","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",543
"mercedes",2023,6.27272727272727,7.13636363636364,-0.863636363636364,17,5,8,0,3,374,0,93.1818181818182,1,131,"Mercedes",154,"cap_limit","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",100
"ferrari",2023,5.31818181818182,7.86363636363636,-2.54545454545454,16.5,0,9,1,3,363,4.54545454545455,93.1818181818182,0,6,"Ferrari",154,"cap_limit","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",468
"mclaren",2023,8.79545454545454,9.45454545454546,-0.65909090909091,12.0909090909091,3,9,0,2,266,0,95.4545454545455,0,1,"McLaren",154,"cap_limit","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",418
"silverstone_team",2023,8.06818181818182,8.90909090909091,-0.84090909090909,12.0909090909091,1,8,0,2,266,0,95.4545454545455,1,117,"Aston Martin",154,"cap_limit","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",145
"enstone_team",2023,10.7727272727273,11.2727272727273,-0.5,5,0,2,0,4,110,0,90.9090909090909,0,214,"Alpine",154,"cap_limit","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",191
"williams",2023,13.9318181818182,14.1136363636364,-0.181818181818182,1.18181818181818,0,0,0,2,26,0,95.4545454545455,0,3,"Williams",140,"under_cap","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",50
"faenza_team",2023,13.9772727272727,13.6136363636364,0.363636363636363,1,1,0,0,2,22,0,95.4545454545455,0,213,"AlphaTauri",145,"under_cap","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",255
"swiss_team",2023,13.8863636363636,14,-0.113636363636363,0.727272727272727,1,0,0,4,16,0,90.9090909090909,0,51,"Alfa Romeo",140,"under_cap","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",38
"haas",2023,11.1136363636364,15.0681818181818,-3.95454545454546,0.409090909090909,0,0,0,3,9,0,93.1818181818182,0,210,"Haas",135,"under_cap","https://www.gotothegrid.com/en/blog/the-truth-behind-f1s-budget-cap",14
"mclaren",2024,4.39583333333333,4.70833333333333,-0.3125,25.375,7,21,6,0,609,25,100,0,1,"McLaren",165,"cap_limit","https://www.fia.com/sites/default/files/fia_formula_1_financial_regulations_-_issue_19_-_2024-02-13.pdf",433
"ferrari",2024,5.25,5.14583333333333,0.104166666666667,24.7916666666667,4,22,5,1,595,20.8333333333333,97.9166666666667,0,6,"Ferrari",165,"cap_limit","https://www.fia.com/sites/default/files/fia_formula_1_financial_regulations_-_issue_19_-_2024-02-13.pdf",364
"red_bull",2024,6.04166666666667,6.625,-0.583333333333333,22.375,4,18,9,1,537,37.5,97.9166666666667,1,9,"Red Bull Racing",165,"cap_limit","https://www.fia.com/sites/default/files/fia_formula_1_financial_regulations_-_issue_19_-_2024-02-13.pdf",552
"mercedes",2024,6.83333333333333,6.85416666666667,-0.0208333333333339,18.0416666666667,3,9,4,2,433,16.6666666666667,95.8333333333333,1,131,"Mercedes",165,"cap_limit","https://www.fia.com/sites/default/files/fia_formula_1_financial_regulations_-_issue_19_-_2024-02-13.pdf",284
"silverstone_team",2024,11.0416666666667,11.7708333333333,-0.729166666666668,3.91666666666667,2,0,0,1,94,0,97.9166666666667,1,117,"Aston Martin",165,"cap_limit","https://www.fia.com/sites/default/files/fia_formula_1_financial_regulations_-_issue_19_-_2024-02-13.pdf",117
"enstone_team",2024,12.5208333333333,13.3125,-0.791666666666666,2.625,1,2,0,4,63,0,91.6666666666667,0,214,"Alpine",165,"cap_limit","https://www.fia.com/sites/default/files/fia_formula_1_financial_regulations_-_issue_19_-_2024-02-13.pdf",177
"haas",2024,12.7291666666667,12.3958333333333,0.333333333333332,2.125,1,0,0,0,51,0,100,0,210,"Haas",140,"under_cap","https://racingnews365.com/analysis-f1-team-budgets-2024",49
"faenza_team",2024,12.1041666666667,13.2916666666667,-1.1875,1.66666666666667,1,0,0,2,40,0,95.8333333333333,0,215,"RB",150,"under_cap","https://racingnews365.com/analysis-f1-team-budgets-2024",253
"williams",2024,13.8936170212766,15.1276595744681,-1.23404255319149,0.708333333333333,0,0,0,3,17,0,93.6170212765958,0,3,"Williams",150,"under_cap","https://racingnews365.com/analysis-f1-team-budgets-2024",38
"swiss_team",2024,15.5,15.6666666666667,-0.166666666666666,0.166666666666667,0,0,0,1,4,0,97.9166666666667,0,15,"Sauber",145,"under_cap","https://racingnews365.com/analysis-f1-team-budgets-2024",144
